"(2, 2, 3, 6, 9)",529381
"(2, 2, 3, 6, 10)",551339
"(2, 2, 3, 6, 11)",527486
"(2, 2, 3, 6, 12)",563365
"(2, 2, 3, 6, 13)",595386
"(2, 2, 3, 6, 14)",575505
"(2, 2, 3, 7, 7)",399325
"(2, 2, 3, 7, 8)",517590
"(2, 2, 3, 7, 9)",487586
"(2, 2, 3, 7, 10)",509451
"(2, 2, 3, 7, 11)",558236
"(2, 2, 3, 7, 12)",520124
"(2, 2, 3, 7, 13)",578991
"(2, 2, 3, 7, 14)",574589
"(2, 2, 3, 8, 8)",353899
"(2, 2, 3, 8, 9)",513997
"(2, 2, 3, 8, 10)",518974
"(2, 2, 3, 8, 11)",551241
"(2, 2, 3, 8, 12)",511347
"(2, 2, 3, 8, 13)",560895
"(2, 2, 3, 8, 14)",573656
"(2, 2, 3, 9, 9)",306288
"(2, 2, 3, 9, 10)",535685
"(2, 2, 3, 9, 11)",552471
"(2, 2, 3, 9, 12)",571025
"(2, 2, 3, 9, 13)",572617
"(2, 2, 3, 9, 14)",559350
"(2, 2, 3, 10, 10)",286695
"(2, 2, 3, 10, 11)",552198
"(2, 2, 3, 10, 12)",593190
"(2, 2, 3, 10, 13)",590838
"(2, 2, 3, 10, 14)",601788
"(2, 2, 3, 11, 11)",247162
"(2, 2, 3, 11, 12)",605833
"(2, 2, 3, 11, 13)",603301
"(2, 2, 3, 11, 14)",573186
"(2, 2, 3, 12, 12)",274622
"(2, 2, 3, 12, 13)",629619
"(2, 2, 3, 12, 14)",610692
"(2, 2, 3, 13, 13)",228106
"(2, 2, 3, 13, 14)",617201
"(2, 2, 3, 14, 14)",205791
"(2, 2, 4, 4, 4)",188765
"(2, 2, 4, 4, 5)",583306
"(2, 2, 4, 4, 6)",574838
"(2, 2, 4, 4, 7)",574483
"(2, 2, 4, 4, 8)",553835
"(2, 2, 4, 4, 9)",578113
"(2, 2, 4, 4, 10)",566171
"(2, 2, 4, 4, 11)",572112
"(2, 2, 4, 4, 12)",594139
"(2, 2, 4, 4, 13)",561213
"(2, 2, 4, 4, 14)",595002
"(2, 2, 4, 5, 5)",450951
"(2, 2, 4, 5, 6)",522408
"(2, 2, 4, 5, 7)",510346
"(2, 2, 4, 5, 8)",518400
"(2, 2, 4, 5, 9)",520543
"(2, 2, 4, 5, 10)",501658
"(2, 2, 4, 5, 11)",531194
"(2, 2, 4, 5, 12)",540343
"(2, 2, 4, 5, 13)",553255
"(2, 2, 4, 5, 14)",595841
"(2, 2, 4, 6, 6)",424717
"(2, 2, 4, 6, 7)",532133
"(2, 2, 4, 6, 8)",506244
"(2, 2, 4, 6, 9)",529974
"(2, 2, 4, 6, 10)",535757
"(2, 2, 4, 6, 11)",545090
"(2, 2, 4, 6, 12)",551886
"(2, 2, 4, 6, 13)",592883
"(2, 2, 4, 6, 14)",560779
"(2, 2, 4, 7, 7)",401631
"(2, 2, 4, 7, 8)",525616
"(2, 2, 4, 7, 9)",528349
"(2, 2, 4, 7, 10)",545349
"(2, 2, 4, 7, 11)",560753
"(2, 2, 4, 7, 12)",531470
"(2, 2, 4, 7, 13)",567017
"(2, 2, 4, 7, 14)",602636
"(2, 2, 4, 8, 8)",346082
"(2, 2, 4, 8, 9)",527913
"(2, 2, 4, 8, 10)",542135
"(2, 2, 4, 8, 11)",521621
"(2, 2, 4, 8, 12)",569755
"(2, 2, 4, 8, 13)",552595
"(2, 2, 4, 8, 14)",617382
"(2, 2, 4, 9, 9)",346222
"(2, 2, 4, 9, 10)",524321
"(2, 2, 4, 9, 11)",591933
"(2, 2, 4, 9, 12)",587792
"(2, 2, 4, 9, 13)",581200
"(2, 2, 4, 9, 14)",613928
"(2, 2, 4, 10, 10)",304663
"(2, 2, 4, 10, 11)",594373
"(2, 2, 4, 10, 12)",567865
"(2, 2, 4, 10, 13)",579210
"(2, 2, 4, 10, 14)",635805
"(2, 2, 4, 11, 11)",277874
"(2, 2, 4, 11, 12)",593777
"(2, 2, 4, 11, 13)",606232
"(2, 2, 4, 11, 14)",589645
"(2, 2, 4, 12, 12)",256489
"(2, 2, 4, 12, 13)",612838
"(2, 2, 4, 12, 14)",652705
"(2, 2, 4, 13, 13)",217208
"(2, 2, 4, 13, 14)",663520
"(2, 2, 4, 14, 14)",234936
"(2, 2, 5, 5, 5)",168390
"(2, 2, 5, 5, 6)",564673
"(2, 2, 5, 5, 7)",609537
"(2, 2, 5, 5, 8)",564755
"(2, 2, 5, 5, 9)",580699
"(2, 2, 5, 5, 10)",582680
"(2, 2, 5, 5, 11)",589068
"(2, 2, 5, 5, 12)",576073
"(2, 2, 5, 5, 13)",597478
"(2, 2, 5, 5, 14)",594827
"(2, 2, 5, 6, 6)",424364
"(2, 2, 5, 6, 7)",477622
"(2, 2, 5, 6, 8)",560644
"(2, 2, 5, 6, 9)",539872
"(2, 2, 5, 6, 10)",542594
"(2, 2, 5, 6, 11)",524435
"(2, 2, 5, 6, 12)",540360
"(2, 2, 5, 6, 13)",562443
"(2, 2, 5, 6, 14)",560917
"(2, 2, 5, 7, 7)",404063
"(2, 2, 5, 7, 8)",512006
"(2, 2, 5, 7, 9)",562294
"(2, 2, 5, 7, 10)",512294
"(2, 2, 5, 7, 11)",564088
"(2, 2, 5, 7, 12)",536551
"(2, 2, 5, 7, 13)",606518
"(2, 2, 5, 7, 14)",583993
"(2, 2, 5, 8, 8)",371600
"(2, 2, 5, 8, 9)",545150
"(2, 2, 5, 8, 10)",546993
"(2, 2, 5, 8, 11)",580012
"(2, 2, 5, 8, 12)",544290
"(2, 2, 5, 8, 13)",573533
"(2, 2, 5, 8, 14)",589978
"(2, 2, 5, 9, 9)",304751
"(2, 2, 5, 9, 10)",563817
"(2, 2, 5, 9, 11)",574592
"(2, 2, 5, 9, 12)",570634
"(2, 2, 5, 9, 13)",581823
"(2, 2, 5, 9, 14)",581361
"(2, 2, 5, 10, 10)",307737
"(2, 2, 5, 10, 11)",594324
"(2, 2, 5, 10, 12)",589521
"(2, 2, 5, 10, 13)",621930
"(2, 2, 5, 10, 14)",574466
"(2, 2, 5, 11, 11)",267227
"(2, 2, 5, 11, 12)",586411
"(2, 2, 5, 11, 13)",605850
"(2, 2, 5, 11, 14)",588782
"(2, 2, 5, 12, 12)",252451
"(2, 2, 5, 12, 13)",643108
"(2, 2, 5, 12, 14)",590313
"(2, 2, 5, 13, 13)",242019
"(2, 2, 5, 13, 14)",651367
"(2, 2, 5, 14, 14)",210141
"(2, 2, 6, 6, 6)",155106
"(2, 2, 6, 6, 7)",574405
"(2, 2, 6, 6, 8)",550614
"(2, 2, 6, 6, 9)",526244
"(2, 2, 6, 6, 10)",574658
"(2, 2, 6, 6, 11)",593804
"(2, 2, 6, 6, 12)",568375
"(2, 2, 6, 6, 13)",593574
"(2, 2, 6, 6, 14)",561776
"(2, 2, 6, 7, 7)",417147
"(2, 2, 6, 7, 8)",541622
"(2, 2, 6, 7, 9)",511242
"(2, 2, 6, 7, 10)",549545
"(2, 2, 6, 7, 11)",521667
"(2, 2, 6, 7, 12)",550469
"(2, 2, 6, 7, 13)",583316
"(2, 2, 6, 7, 14)",590851
"(2, 2, 6, 8, 8)",348921
"(2, 2, 6, 8, 9)",515521
"(2, 2, 6, 8, 10)",568867
"(2, 2, 6, 8, 11)",564806
"(2, 2, 6, 8, 12)",564664
"(2, 2, 6, 8, 13)",574045
"(2, 2, 6, 8, 14)",585132
"(2, 2, 6, 9, 9)",310338
"(2, 2, 6, 9, 10)",544505
"(2, 2, 6, 9, 11)",559883
"(2, 2, 6, 9, 12)",546904
"(2, 2, 6, 9, 13)",599214
"(2, 2, 6, 9, 14)",582051
"(2, 2, 6, 10, 10)",300395
"(2, 2, 6, 10, 11)",573215
"(2, 2, 6, 10, 12)",577781
"(2, 2, 6, 10, 13)",632906
"(2, 2, 6, 10, 14)",573119
"(2, 2, 6, 11, 11)",289931
"(2, 2, 6, 11, 12)",593112
"(2, 2, 6, 11, 13)",577996
"(2, 2, 6, 11, 14)",599091
"(2, 2, 6, 12, 12)",264582
"(2, 2, 6, 12, 13)",625970
"(2, 2, 6, 12, 14)",564091
"(2, 2, 6, 13, 13)",266201
"(2, 2, 6, 13, 14)",635569
"(2, 2, 6, 14, 14)",195425
"(2, 2, 7, 7, 7)",133991
"(2, 2, 7, 7, 8)",536479
"(2, 2, 7, 7, 9)",582637
"(2, 2, 7, 7, 10)",556496
"(2, 2, 7, 7, 11)",580941
"(2, 2, 7, 7, 12)",574793
"(2, 2, 7, 7, 13)",582239
"(2, 2, 7, 7, 14)",583378
"(2, 2, 7, 8, 8)",360155
"(2, 2, 7, 8, 9)",521801
"(2, 2, 7, 8, 10)",557788
"(2, 2, 7, 8, 11)",555170
"(2, 2, 7, 8, 12)",525832
"(2, 2, 7, 8, 13)",599074
"(2, 2, 7, 8, 14)",616677
"(2, 2, 7, 9, 9)",337111
"(2, 2, 7, 9, 10)",552962
"(2, 2, 7, 9, 11)",629225
"(2, 2, 7, 9, 12)",554210
"(2, 2, 7, 9, 13)",591474
"(2, 2, 7, 9, 14)",603521
"(2, 2, 7, 10, 10)",320394
"(2, 2, 7, 10, 11)",571922
"(2, 2, 7, 10, 12)",583643
"(2, 2, 7, 10, 13)",619349
"(2, 2, 7, 10, 14)",608278
"(2, 2, 7, 11, 11)",283293
"(2, 2, 7, 11, 12)",587517
"(2, 2, 7, 11, 13)",600885
"(2, 2, 7, 11, 14)",581956
"(2, 2, 7, 12, 12)",258059
"(2, 2, 7, 12, 13)",611067
"(2, 2, 7, 12, 14)",614461
"(2, 2, 7, 13, 13)",237084
"(2, 2, 7, 13, 14)",629837
"(2, 2, 7, 14, 14)",215088
"(2, 2, 8, 8, 8)",114632
"(2, 2, 8, 8, 9)",542434
"(2, 2, 8, 8, 10)",551977
"(2, 2, 8, 8, 11)",563509
"(2, 2, 8, 8, 12)",558016
"(2, 2, 8, 8, 13)",568347
"(2, 2, 8, 8, 14)",577414
"(2, 2, 8, 9, 9)",347627
"(2, 2, 8, 9, 10)",536392
"(2, 2, 8, 9, 11)",560160
"(2, 2, 8, 9, 12)",545779
"(2, 2, 8, 9, 13)",625699
"(2, 2, 8, 9, 14)",577791
"(2, 2, 8, 10, 10)",342603
"(2, 2, 8, 10, 11)",610264
"(2, 2, 8, 10, 12)",589957
"(2, 2, 8, 10, 13)",579988
"(2, 2, 8, 10, 14)",607138
"(2, 2, 8, 11, 11)",282553
"(2, 2, 8, 11, 12)",569576
"(2, 2, 8, 11, 13)",594287
"(2, 2, 8, 11, 14)",598358
"(2, 2, 8, 12, 12)",262455
"(2, 2, 8, 12, 13)",620186
"(2, 2, 8, 12, 14)",607198
"(2, 2, 8, 13, 13)",242168
"(2, 2, 8, 13, 14)",659958
"(2, 2, 8, 14, 14)",207336
"(2, 2, 9, 9, 9)",102864
"(2, 2, 9, 9, 10)",542678
"(2, 2, 9, 9, 11)",546817
"(2, 2, 9, 9, 12)",572735
"(2, 2, 9, 9, 13)",558311
"(2, 2, 9, 9, 14)",546920
"(2, 2, 9, 10, 10)",313182
"(2, 2, 9, 10, 11)",591558
"(2, 2, 9, 10, 12)",595633
"(2, 2, 9, 10, 13)",639628
"(2, 2, 9, 10, 14)",593133
"(2, 2, 9, 11, 11)",290182
"(2, 2, 9, 11, 12)",615539
"(2, 2, 9, 11, 13)",602882
"(2, 2, 9, 11, 14)",599044
"(2, 2, 9, 12, 12)",274030
"(2, 2, 9, 12, 13)",583528
"(2, 2, 9, 12, 14)",629675
"(2, 2, 9, 13, 13)",274016
"(2, 2, 9, 13, 14)",621270
"(2, 2, 9, 14, 14)",215492
"(2, 2, 10, 10, 10)",86573
"(2, 2, 10, 10, 11)",571803
"(2, 2, 10, 10, 12)",556562
"(2, 2, 10, 10, 13)",583995
"(2, 2, 10, 10, 14)",553528
"(2, 2, 10, 11, 11)",326393
"(2, 2, 10, 11, 12)",627827
"(2, 2, 10, 11, 13)",640399
"(2, 2, 10, 11, 14)",633224
"(2, 2, 10, 12, 12)",278990
"(2, 2, 10, 12, 13)",629704
"(2, 2, 10, 12, 14)",640266
"(2, 2, 10, 13, 13)",239798
"(2, 2, 10, 13, 14)",672639
"(2, 2, 10, 14, 14)",219103
"(2, 2, 11, 11, 11)",71907
"(2, 2, 11, 11, 12)",517555
"(2, 2, 11, 11, 13)",560838
"(2, 2, 11, 11, 14)",567933
"(2, 2, 11, 12, 12)",259350
"(2, 2, 11, 12, 13)",637656
"(2, 2, 11, 12, 14)",626832
"(2, 2, 11, 13, 13)",245102
"(2, 2, 11, 13, 14)",669672
"(2, 2, 11, 14, 14)",195396
"(2, 2, 12, 12, 12)",66032
"(2, 2, 12, 12, 13)",591049
"(2, 2, 12, 12, 14)",537638
"(2, 2, 12, 13, 13)",261236
"(2, 2, 12, 13, 14)",661771
"(2, 2, 12, 14, 14)",207137
"(2, 2, 13, 13, 13)",46661
"(2, 2, 13, 13, 14)",558138
"(2, 2, 13, 14, 14)",225578
"(2, 2, 14, 14, 14)",40609
"(2, 3, 3, 3, 3)",55333
"(2, 3, 3, 3, 4)",429527
"(2, 3, 3, 3, 5)",433530
"(2, 3, 3, 3, 6)",440521
"(2, 3, 3, 3, 7)",419434
"(2, 3, 3, 3, 8)",411040
"(2, 3, 3, 3, 9)",439670
"(2, 3, 3, 3, 10)",437261
"(2, 3, 3, 3, 11)",445712
"(2, 3, 3, 3, 12)",445091
"(2, 3, 3, 3, 13)",416543
"(2, 3, 3, 3, 14)",435005
"(2, 3, 3, 4, 4)",514326
"(2, 3, 3, 4, 5)",573006
"(2, 3, 3, 4, 6)",522174
"(2, 3, 3, 4, 7)",559040
"(2, 3, 3, 4, 8)",529366
"(2, 3, 3, 4, 9)",539999
"(2, 3, 3, 4, 10)",572828
"(2, 3, 3, 4, 11)",564810
"(2, 3, 3, 4, 12)",587874
"(2, 3, 3, 4, 13)",547158
"(2, 3, 3, 4, 14)",586291
"(2, 3, 3, 5, 5)",467611
"(2, 3, 3, 5, 6)",568996
"(2, 3, 3, 5, 7)",553012
"(2, 3, 3, 5, 8)",534240
"(2, 3, 3, 5, 9)",557136
"(2, 3, 3, 5, 10)",574781
"(2, 3, 3, 5, 11)",556901
"(2, 3, 3, 5, 12)",601441
"(2, 3, 3, 5, 13)",546794
"(2, 3, 3, 5, 14)",592555
"(2, 3, 3, 6, 6)",421518
"(2, 3, 3, 6, 7)",517863
"(2, 3, 3, 6, 8)",526756
"(2, 3, 3, 6, 9)",587594
"(2, 3, 3, 6, 10)",589317
"(2, 3, 3, 6, 11)",569008
"(2, 3, 3, 6, 12)",586321
"(2, 3, 3, 6, 13)",570198
"(2, 3, 3, 6, 14)",585327
"(2, 3, 3, 7, 7)",405642
"(2, 3, 3, 7, 8)",543583
"(2, 3, 3, 7, 9)",563026
"(2, 3, 3, 7, 10)",556983
"(2, 3, 3, 7, 11)",546599
"(2, 3, 3, 7, 12)",550401
"(2, 3, 3, 7, 13)",581726
"(2, 3, 3, 7, 14)",627217
"(2, 3, 3, 8, 8)",350132
"(2, 3, 3, 8, 9)",506652
"(2, 3, 3, 8, 10)",549944
"(2, 3, 3, 8, 11)",557891
"(2, 3, 3, 8, 12)",572461
"(2, 3, 3, 8, 13)",589604
"(2, 3, 3, 8, 14)",620264
"(2, 3, 3, 9, 9)",319418
"(2, 3, 3, 9, 10)",563687
"(2, 3, 3, 9, 11)",579665
"(2, 3, 3, 9, 12)",574020
"(2, 3, 3, 9, 13)",577061
"(2, 3, 3, 9, 14)",593361
"(2, 3, 3, 10, 10)",320212
"(2, 3, 3, 10, 11)",551630
"(2, 3, 3, 10, 12)",640320
"(2, 3, 3, 10, 13)",628537
"(2, 3, 3, 10, 14)",648938
"(2, 3, 3, 11, 11)",285156
"(2, 3, 3, 11, 12)",623026
"(2, 3, 3, 11, 13)",615423
"(2, 3, 3, 11, 14)",593964
"(2, 3, 3, 12, 12)",299522
"(2, 3, 3, 12, 13)",677680
"(2, 3, 3, 12, 14)",619252
"(2, 3, 3, 13, 13)",207975
"(2, 3, 3, 13, 14)",615438
"(2, 3, 3, 14, 14)",205070
"(2, 3, 4, 4, 4)",297708
"(2, 3, 4, 4, 5)",513791
"(2, 3, 4, 4, 6)",478772
"(2, 3, 4, 4, 7)",485051
"(2, 3, 4, 4, 8)",503439
"(2, 3, 4, 4, 9)",517506
"(2, 3, 4, 4, 10)",516924
"(2, 3, 4, 4, 11)",490268
"(2, 3, 4, 4, 12)",531590
"(2, 3, 4, 4, 13)",506247
"(2, 3, 4, 4, 14)",502639
"(2, 3, 4, 5, 5)",194374
"(2, 3, 4, 5, 6)",-1415381
"(2, 3, 4, 5, 7)",-1405224
"(2, 3, 4, 5, 8)",-1415496
"(2, 3, 4, 5, 9)",-1340061
"(2, 3, 4, 5, 10)",-1339819
"(2, 3, 4, 5, 11)",-1357679
"(2, 3, 4, 5, 12)",-1298510
"(2, 3, 4, 5, 13)",-1264314
"(2, 3, 4, 5, 14)",-1220647
"(2, 3, 4, 6, 6)",68525
"(2, 3, 4, 6, 7)",-1412267
"(2, 3, 4, 6, 8)",-1355879
"(2, 3, 4, 6, 9)",-1348180
"(2, 3, 4, 6, 10)",-1348438
"(2, 3, 4, 6, 11)",-1333168
"(2, 3, 4, 6, 12)",-1272869
"(2, 3, 4, 6, 13)",-1298759
"(2, 3, 4, 6, 14)",-1311718
"(2, 3, 4, 7, 7)",6779
"(2, 3, 4, 7, 8)",-1362181
"(2, 3, 4, 7, 9)",-1329962
"(2, 3, 4, 7, 10)",-1309659
"(2, 3, 4, 7, 11)",-1319450
"(2, 3, 4, 7, 12)",-1341906
"(2, 3, 4, 7, 13)",-1277383
"(2, 3, 4, 7, 14)",-1253275
"(2, 3, 4, 8, 8)",-57622
"(2, 3, 4, 8, 9)",-1350963
"(2, 3, 4, 8, 10)",-1310928
"(2, 3, 4, 8, 11)",-1343389
"(2, 3, 4, 8, 12)",-1306569
"(2, 3, 4, 8, 13)",-1306513
"(2, 3, 4, 8, 14)",-1269028
"(2, 3, 4, 9, 9)",-154622
"(2, 3, 4, 9, 10)",-1330244
"(2, 3, 4, 9, 11)",-1239605
"(2, 3, 4, 9, 12)",-1215703
"(2, 3, 4, 9, 13)",-1226639
"(2, 3, 4, 9, 14)",-1199538
"(2, 3, 4, 10, 10)",-222328
"(2, 3, 4, 10, 11)",-1279551
"(2, 3, 4, 10, 12)",-1291260
"(2, 3, 4, 10, 13)",-1249324
"(2, 3, 4, 10, 14)",-1207287
"(2, 3, 4, 11, 11)",-325939
"(2, 3, 4, 11, 12)",-1232319
"(2, 3, 4, 11, 13)",-1209634
"(2, 3, 4, 11, 14)",-1179988
"(2, 3, 4, 12, 12)",-370226
"(2, 3, 4, 12, 13)",-1158738
"(2, 3, 4, 12, 14)",-1187335
"(2, 3, 4, 13, 13)",-456024
"(2, 3, 4, 13, 14)",-1131969
"(2, 3, 4, 14, 14)",-494671
"(2, 3, 5, 5, 5)",292894
"(2, 3, 5, 5, 6)",453811
"(2, 3, 5, 5, 7)",483994
"(2, 3, 5, 5, 8)",479904
"(2, 3, 5, 5, 9)",489031
"(2, 3, 5, 5, 10)",480466
"(2, 3, 5, 5, 11)",512286
"(2, 3, 5, 5, 12)",524865
"(2, 3, 5, 5, 13)",482292
"(2, 3, 5, 5, 14)",555175
"(2, 3, 5, 6, 6)",89706
"(2, 3, 5, 6, 7)",-1421889
"(2, 3, 5, 6, 8)",-1349366
"(2, 3, 5, 6, 9)",-1345547
"(2, 3, 5, 6, 10)",-1370829
"(2, 3, 5, 6, 11)",-1326920
"(2, 3, 5, 6, 12)",-1288514
"(2, 3, 5, 6, 13)",-1294573
"(2, 3, 5, 6, 14)",-1249255
"(2, 3, 5, 7, 7)",26125
"(2, 3, 5, 7, 8)",-1351457
"(2, 3, 5, 7, 9)",-1356389
"(2, 3, 5, 7, 10)",-1361144
"(2, 3, 5, 7, 11)",-1361294
"(2, 3, 5, 7, 12)",-1349772
"(2, 3, 5, 7, 13)",-1310335
"(2, 3, 5, 7, 14)",-1208416
"(2, 3, 5, 8, 8)",-90434
"(2, 3, 5, 8, 9)",-1350008
"(2, 3, 5, 8, 10)",-1307158
"(2, 3, 5, 8, 11)",-1361185
"(2, 3, 5, 8, 12)",-1284753
"(2, 3, 5, 8, 13)",-1280600
"(2, 3, 5, 8, 14)",-1202019
"(2, 3, 5, 9, 9)",-158181
"(2, 3, 5, 9, 10)",-1327887
"(2, 3, 5, 9, 11)",-1337608
"(2, 3, 5, 9, 12)",-1281807
"(2, 3, 5, 9, 13)",-1277463
"(2, 3, 5, 9, 14)",-1236606
"(2, 3, 5, 10, 10)",-188922
"(2, 3, 5, 10, 11)",-1237037
"(2, 3, 5, 10, 12)",-1226754
"(2, 3, 5, 10, 13)",-1250700
"(2, 3, 5, 10, 14)",-1200644
"(2, 3, 5, 11, 11)",-309206
"(2, 3, 5, 11, 12)",-1201792
"(2, 3, 5, 11, 13)",-1238923
"(2, 3, 5, 11, 14)",-1207923
"(2, 3, 5, 12, 12)",-355520
"(2, 3, 5, 12, 13)",-1179138
"(2, 3, 5, 12, 14)",-1097516
"(2, 3, 5, 13, 13)",-437916
"(2, 3, 5, 13, 14)",-1147160
"(2, 3, 5, 14, 14)",-501279
"(2, 3, 6, 6, 6)",210245
"(2, 3, 6, 6, 7)",435797
"(2, 3, 6, 6, 8)",455489
"(2, 3, 6, 6, 9)",455470
"(2, 3, 6, 6, 10)",444285
"(2, 3, 6, 6, 11)",456993
"(2, 3, 6, 6, 12)",492648
"(2, 3, 6, 6, 13)",448798
"(2, 3, 6, 6, 14)",477333
"(2, 3, 6, 7, 7)",32610
"(2, 3, 6, 7, 8)",-1384567
"(2, 3, 6, 7, 9)",-1385575
"(2, 3, 6, 7, 10)",-1354219
"(2, 3, 6, 7, 11)",-1392202
"(2, 3, 6, 7, 12)",-1359126
"(2, 3, 6, 7, 13)",-1331859
"(2, 3, 6, 7, 14)",-1263096
"(2, 3, 6, 8, 8)",-74741
"(2, 3, 6, 8, 9)",-1311413
"(2, 3, 6, 8, 10)",-1279446
"(2, 3, 6, 8, 11)",-1313118
"(2, 3, 6, 8, 12)",-1255074
"(2, 3, 6, 8, 13)",-1235435
"(2, 3, 6, 8, 14)",-1246661
"(2, 3, 6, 9, 9)",-140721
"(2, 3, 6, 9, 10)",-1298307
"(2, 3, 6, 9, 11)",-1248586
"(2, 3, 6, 9, 12)",-1247120
"(2, 3, 6, 9, 13)",-1262867
"(2, 3, 6, 9, 14)",-1226184
"(2, 3, 6, 10, 10)",-213676
"(2, 3, 6, 10, 11)",-1268350
"(2, 3, 6, 10, 12)",-1260123
"(2, 3, 6, 10, 13)",-1246658
"(2, 3, 6, 10, 14)",-1190757
